pid,stad,size,sum,own_base,shrunk,edge_pp,stat,name,role,team,last_season
00-0038122,Mercedes-Benz Stadium,5,5,0.4666666666666667,0.5733333333333334,10.7,pass_yards,D.Ridder,QB,LV,2024
00-0031235,M&T Bank Stadium,7,6,0.45161290322580644,0.5567502986857825,10.5,rec_yards,O.Beckham,WR,MIA,2024
00-0037013,MetLife Stadium,14,10,0.46153846153846156,0.5656108597285069,10.4,pass_yards,Z.Wilson,QB,MIA,2025
00-0033246,TIAA Bank Stadium,5,5,0.5,0.6,10.0,rec_yards,J.Mundt,TE,JAX,2025
00-0036158,M&T Bank Stadium,8,7,0.5294117647058824,0.6281512605042016,9.9,rush_yards,J.Dobbins,RB,DEN,2025
00-0035537,New Era Field,16,11,0.46551724137931033,0.564176245210728,9.9,rush_yards,Ty.Johnson,RB,BUF,2025
00-0036275,U.S. Bank Stadium,4,4,0.4225352112676056,0.5187793427230046,9.6,rush_yards,D.Swift,RB,CHI,2025
00-0031408,Raymond James Stadium,32,19,0.4411764705882353,0.5350678733031674,9.4,rec_yards,M.Evans,WR,TB,2025
00-0034829,Paycor Stadium,12,9,0.5,0.59375,9.4,rec_yards,M.Gesicki,TE,CIN,2025
00-0033439,NRG Stadium,8,5,0.3103448275862069,0.40024630541871925,9.0,rec_yards,P.Brown,TE,ARI,2025
00-0034646,U.S. Bank Stadium,8,6,0.4411764705882353,0.5294117647058824,8.8,rec_yards,B.Powell,WR,MIN,2024
00-0038124,Ford Field,4,4,0.4857142857142857,0.5714285714285714,8.6,rec_yards,C.Watson,WR,GB,2025
00-0032134,MetLife Stadium,9,7,0.5,0.5862068965517241,8.6,rec_yards,C.Uzomah,TE,NYJ,2023
00-0036971,Nissan Stadium,4,4,0.4838709677419355,0.5698924731182796,8.6,pass_yards,T.Lawrence,QB,JAX,2025
00-0030513,Empower Field at Mile High,6,5,0.4666666666666667,0.5512820512820513,8.5,rush_yards,L.Murray,RB,BUF,2023
00-0036971,TIAA Bank Stadium,27,17,0.4838709677419355,0.5676046671242279,8.4,pass_yards,T.Lawrence,QB,JAX,2025
00-0032211,State Farm Stadium,7,5,0.3950617283950617,0.4778235025148605,8.3,rec_yards,T.Lockett,WR,LV,2025
00-0033858,Gillette Stadium,11,7,0.4027777777777778,0.48566308243727596,8.3,rec_yards,J.Smith,TE,PIT,2025
00-0035700,Empower Field at Mile High,4,4,0.5,0.5833333333333334,8.3,rush_yards,J.Jacobs,RB,GB,2025
00-0036999,FirstEnergy Stadium,4,4,0.5,0.5833333333333334,8.3,rec_yards,A.Schwartz,WR,CLE,2022
00-0036355,Allegiant Stadium,4,4,0.5064935064935064,0.5887445887445887,8.2,pass_yards,J.Herbert,QB,LAC,2025
00-0037256,Bank of America Stadium,4,4,0.5094339622641509,0.5911949685534591,8.2,rush_yards,R.White,RB,TB,2025
00-0030061,State Farm Stadium,12,8,0.45614035087719296,0.5350877192982456,7.9,rec_yards,Z.Ertz,TE,WAS,2025
00-0036997,AT&T Stadium,8,6,0.4727272727272727,0.551948051948052,7.9,rush_yards,J.Williams,RB,DAL,2025
00-0033908,Lumen Field,9,6,0.4126984126984127,0.4915161466885605,7.9,rec_yards,C.Kupp,WR,SEA,2025
00-0036328,Gillette Stadium,9,7,0.5230769230769231,0.6021220159151193,7.9,rush_yards,A.Gibson,RB,NE,2025
00-0038393,Lambeau Field,19,12,0.4722222222222222,0.5498575498575499,7.8,rec_yards,D.Wicks,WR,GB,2025
00-0036442,Paul Brown Stadium,11,8,0.5084745762711864,0.5861126298523784,7.8,pass_yards,J.Burrow,QB,CIN,2025
00-0037746,FedExField,17,10,0.4222222222222222,0.4984984984984985,7.6,rush_yards,B.Robinson,RB,SF,2025
00-0035140,GEHA Field at Arrowhead Stadium,13,9,0.5,0.5757575757575758,7.6,rec_yards,M.Hardman,WR,BUF,2025
00-0033537,NRG Stadium,7,6,0.5652173913043478,0.6409017713365538,7.6,pass_yards,D.Watson,QB,CLE,2024
00-0034827,Bank of America Stadium,19,12,0.47560975609756095,0.551594746716698,7.6,rec_yards,D.Moore,WR,CHI,2025
00-0036407,Allegiant Stadium,6,5,0.5068493150684932,0.5821917808219178,7.5,rec_yards,J.Jeudy,WR,CLE,2025
00-0038573,SoFi Stadium,10,7,0.47619047619047616,0.5507936507936508,7.5,rec_yards,D.Davis,WR,LAC,2025
00-0037291,U.S. Bank Stadium,11,7,0.42857142857142855,0.5023041474654378,7.4,rec_yards,J.Nailor,WR,MIN,2025
00-0039075,SoFi Stadium,18,12,0.5142857142857142,0.5864661654135338,7.2,rec_yards,P.Nacua,WR,LA,2025
00-0033308,MetLife Stadium,13,8,0.43243243243243246,0.5045045045045046,7.2,rush_yards,M.Breida,RB,NYG,2023
00-0039356,Bank of America Stadium,8,6,0.5,0.5714285714285714,7.1,rec_yards,J.Sanders,TE,CAR,2025
00-0036613,Hard Rock Stadium,33,20,0.49206349206349204,0.5630428271937706,7.1,rec_yards,J.Waddle,WR,MIA,2025
00-0033943,Ford Field,15,8,0.3673469387755102,0.43848396501457726,7.1,rec_yards,J.Reynolds,WR,NYJ,2025
00-0020531,Mercedes-Benz Superdome,5,4,0.4444444444444444,0.5155555555555555,7.1,pass_yards,D.Brees,QB,NO,2020
00-0036554,NRG Stadium,28,16,0.45098039215686275,0.5212418300653595,7.0,rec_yards,N.Collins,WR,HOU,2025
00-0034159,State Farm Stadium,5,4,0.4482758620689655,0.5186206896551724,7.0,rec_yards,W.Dissly,TE,LAC,2025
00-0033293,U.S. Bank Stadium,11,7,0.4411764705882353,0.5104364326375712,6.9,rush_yards,A.Jones,RB,MIN,2025
00-0036358,AT&T Stadium,38,23,0.5,0.5689655172413793,6.9,rec_yards,C.Lamb,WR,DAL,2025
00-0038558,Acrisure Stadium,13,8,0.44,0.5090909090909091,6.9,rec_yards,D.Washington,TE,PIT,2025
00-0019596,Raymond James Stadium,20,13,0.5121951219512195,0.5810975609756097,6.9,pass_yards,T.Brady,QB,TB,2022
00-0038046,M&T Bank Stadium,7,6,0.6,0.6666666666666666,6.7,rec_yards,C.Kolar,TE,BAL,2025
00-0033869,New Era Field,5,5,0.6666666666666666,0.7333333333333333,6.7,pass_yards,M.Trubisky,QB,BUF,2025
00-0038720,Hard Rock Stadium,9,6,0.45,0.5172413793103449,6.7,rec_yards,J.Hill,TE,MIA,2025
00-0033357,Raymond James Stadium,4,3,0.34782608695652173,0.41485507246376807,6.7,pass_yards,T.Hill,QB,NO,2025
00-0030279,Soldier Field,5,4,0.4626865671641791,0.5301492537313434,6.7,rec_yards,K.Allen,WR,LAC,2025
00-0037238,Mercedes-Benz Stadium,25,14,0.44,0.5066666666666667,6.7,rec_yards,D.London,WR,ATL,2025
00-0035657,New Era Field,5,4,0.4666666666666667,0.5333333333333333,6.7,rush_yards,D.Harris,RB,BUF,2023
00-0033906,Mercedes-Benz Stadium,4,3,0.3492063492063492,0.416005291005291,6.7,rush_yards,A.Kamara,RB,NO,2025
00-0039732,Empower Field at Mile High,15,12,0.6428571428571429,0.710204081632653,6.7,pass_yards,B.Nix,QB,DEN,2025
00-0036182,Nissan Stadium,22,12,0.41818181818181815,0.48484848484848486,6.7,rec_yards,N.Westbrook-Ikhine,WR,MIA,2025
00-0036945,Soldier Field,16,10,0.4772727272727273,0.5429292929292929,6.6,pass_yards,J.Fields,QB,NYJ,2025
00-0034764,AT&T Stadium,22,12,0.4186046511627907,0.4850498338870432,6.6,rec_yards,M.Gallup,WR,DAL,2023
00-0031428,Soldier Field,11,8,0.5454545454545454,0.6099706744868034,6.5,rec_yards,A.Robinson,WR,DET,2024
00-0033251,Lucas Oil Stadium,14,7,0.34146341463414637,0.4067431850789096,6.5,rec_yards,Z.Pascal,WR,ARI,2023
00-0036425,SoFi Stadium,6,4,0.3870967741935484,0.45161290322580644,6.5,rush_yards,D.Dallas,RB,JAX,2025
00-0034855,Raymond James Stadium,20,13,0.52,0.585,6.5,pass_yards,B.Mayfield,QB,TB,2025
00-0032104,Mercedes-Benz Superdome,4,3,0.3684210526315789,0.43201754385964913,6.4,rush_yards,A.Abdullah,RB,IND,2025
00-0036984,Lucas Oil Stadium,6,4,0.3888888888888889,0.45299145299145305,6.4,rush_yards,T.Sermon,RB,IND,2024
00-0038997,Lucas Oil Stadium,20,12,0.47368421052631576,0.5368421052631579,6.3,rec_yards,J.Downs,WR,IND,2025
00-0034791,FirstEnergy Stadium,17,11,0.5098039215686274,0.5728669846316905,6.3,rush_yards,N.Chubb,RB,HOU,2025
00-0024243,Lambeau Field,8,5,0.4090909090909091,0.4707792207792208,6.2,rec_yards,M.Lewis,TE,CHI,2024
00-0034521,MetLife Stadium,13,7,0.38181818181818183,0.44352617079889806,6.2,rec_yards,A.Lazard,WR,NYJ,2025
00-0034981,Allegiant Stadium,12,7,0.4166666666666667,0.4791666666666667,6.2,rec_yards,F.Moreau,TE,NO,2025
00-0033873,Allegiant Stadium,5,4,0.4935064935064935,0.5548051948051949,6.1,pass_yards,P.Mahomes,QB,KC,2025
00-0036900,Paul Brown Stadium,8,5,0.4126984126984127,0.47335600907029474,6.1,rec_yards,J.Chase,WR,CIN,2025
00-0032144,Empower Field at Mile High,17,10,0.45454545454545453,0.5159705159705159,6.1,rush_yards,M.Gordon,RB,BAL,2023
00-0036331,TIAA Bank Stadium,5,4,0.5,0.56,6.0,rec_yards,D.Duvernay,WR,CHI,2025
00-0035243,MetLife Stadium,4,3,0.3888888888888889,0.4490740740740741,6.0,rush_yards,M.Sanders,RB,DAL,2025
00-0037005,Mercedes-Benz Stadium,4,3,0.39215686274509803,0.45179738562091504,6.0,rec_yards,T.Tremble,TE,CAR,2025
00-0036251,MetLife Stadium,4,3,0.391304347826087,0.4510869565217391,6.0,rush_yards,Z.Moss,RB,CIN,2024
00-0038941,Soldier Field,5,4,0.5,0.56,6.0,rec_yards,T.Scott,WR,CHI,2024
00-0033307,Gillette Stadium,21,11,0.40625,0.46646341463414637,6.0,rec_yards,K.Bourne,WR,SF,2025
